Abricate_accession	Abricate_gene	gene family	product name	class	subclass	refseq protein	refseq nucleotide
A7J11_03145	oqxB23	oqxB	multidrug efflux RND transporter permease subunit OqxB23	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865483.1	NG_050442.1
A7J11_03146	oqxB24	oqxB	multidrug efflux RND transporter permease subunit OqxB24	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865491.1	NG_050443.1
A7J11_03051	oqxB25	oqxB	multidrug efflux RND transporter permease subunit OqxB25	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_016947602.1	NG_050444.1
A7J11_03147	oqxB26	oqxB	multidrug efflux RND transporter permease subunit OqxB26	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865509.1	NG_050445.1
A7J11_03148	oqxB27	oqxB	multidrug efflux RND transporter permease subunit OqxB27	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_040224644.1	NG_050446.1
A7J11_03149	oqxB28	oqxB	multidrug efflux RND transporter permease subunit OqxB28	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865519.1	NG_050447.1
A7J11_03150	oqxB29	oqxB	multidrug efflux RND transporter permease subunit OqxB29	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063501636.1	NG_050448.1
A7J11_02713	oqxB3	oqxB	multidrug efflux RND transporter permease subunit OqxB3	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865531.1	NG_050449.1
A7J11_03151	oqxB30	oqxB	multidrug efflux RND transporter permease subunit OqxB30	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865537.1	NG_050450.1
A7J11_03152	oqxB31	oqxB	multidrug efflux RND transporter permease subunit OqxB31	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865544.1	NG_050451.1
A7J11_03124	oqxB32	oqxB	multidrug efflux RND transporter permease subunit OqxB32	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_023342632.1	NG_050452.1
A7J11_03133	oqxB4	oqxB	multidrug efflux RND transporter permease subunit OqxB4	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865552.1	NG_050453.1
A7J11_02901	oqxB5	oqxB	multidrug efflux RND transporter permease subunit OqxB5	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_004174783.1	NG_050454.1
A7J11_03134	oqxB6	oqxB	multidrug efflux RND transporter permease subunit OqxB6	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_029884393.1	NG_050455.1
A7J11_03135	oqxB7	oqxB	multidrug efflux RND transporter permease subunit OqxB7	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865569.1	NG_050456.1
A7J11_03136	oqxB8	oqxB	multidrug efflux RND transporter permease subunit OqxB8	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865577.1	NG_050457.1
A7J11_02455	oqxB9	oqxB	multidrug efflux RND transporter permease subunit OqxB9	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_012967412.1	NG_050458.1
A7J11_00654	otr(A)	otr(A)	tetracycline resistance ribosomal protection protein Otr(A)	TETRACYCLINE	TETRACYCLINE	WP_063854498.1	NG_048027.1
A7J11_00007	otr(A)	otr(A)	tetracycline resistance ribosomal protection protein Otr(A)	TETRACYCLINE	TETRACYCLINE	WP_063854497.1	NG_048026.1
A7J11_00858	otr(B)	otr(B)	oxytetracycline resistance efflux MFS transporter OtrB	TETRACYCLINE	TETRACYCLINE	WP_063854500.1	NG_048029.1
A7J11_03272	penA	penA	PenA family class A beta-lactamase	BETA-LACTAM	BETA-LACTAM	WP_027789588.1	NG_048030.1
A7J11_00558	penI	penI	PenI family class A extended-spectrum beta-lactamase	BETA-LACTAM	BETA-LACTAM	WP_063854501.1	NG_048031.1
A7J11_02412	penI	penI	PenI family class A extended-spectrum beta-lactamase	BETA-LACTAM	BETA-LACTAM	WP_025370306.1	NG_048033.1
A7J11_02094	penI	penI	PenI family class A extended-spectrum beta-lactamase	BETA-LACTAM	BETA-LACTAM	WP_010108817.1	NG_048034.1
A7J11_02097	penI	penI	PenI family class A extended-spectrum beta-lactamase	BETA-LACTAM	BETA-LACTAM	WP_006027381.1	NG_048032.1
A7J11_02519	pexA	pexA	phenicol efflux MFS transporter PexA	PHENICOL	PHENICOL	WP_063854502.1	NG_048035.1
A7J11_06044	poxtA	poxtA	ABC-F type ribosomal protection protein PoxtA	MACROLIDE	MACROLIDE	WP_002415638.1	NG_063824.1
A7J11_01645	qac	qac	Qac-pB8 family quaternary ammonium compound efflux SMR transporter	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_011342944.1	NG_048036.1
A7J11_05808	qacA	qacA	quaternary ammonium compound efflux MFS transporter QacA	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_000622776.1	NG_061385.1
A7J11_02507	qacA	qacA	quaternary ammonium compound efflux MFS transporter QacA	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_031464190.1	NG_048037.1
A7J11_01188	qacB	qacB	quaternary ammonium compound efflux MFS transporter QacB	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_000622778.1	NG_048038.1
A7J11_01186	qacB	qacB	quaternary ammonium compound efflux MFS transporter QacB	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_063854503.1	NG_048039.1
A7J11_00878	qacC	qacC	quaternary ammonium compound efflux SMR transporter QacC	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_001146389.1	NG_048040.1
A7J11_01068	qacE	qacE	quaternary ammonium compound efflux SMR transporter QacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_010890145.1	NG_048041.1
A7J11_04563	qacE	qacE	quaternary ammonium compound efflux SMR transporter QacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_053515552.1	NG_052493.1
A7J11_00271	qacEdelta1	qacE	quaternary ammonium compound efflux SMR transporter QacE delta 1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_000679427.1	NG_048042.1
A7J11_04539	qacF	qacF	quaternary ammonium compound efflux SMR transporter QacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_071846292.1	NG_052350.1
A7J11_04712	qacF	qacF	quaternary ammonium compound efflux SMR transporter QacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_109545035.1	NG_052176.2
A7J11_04241	qacF	qacF	quaternary ammonium compound efflux SMR transporter QacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_015243636.1	NG_051881.1
A7J11_04422	qacF	qacF	quaternary ammonium compound efflux SMR transporter QacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_071846225.1	NG_052235.1
A7J11_04457	qacF	qacF	quaternary ammonium compound efflux SMR transporter QacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_032492097.1	NG_052365.1
A7J11_04506	qacF	qacF	quaternary ammonium compound efflux SMR transporter QacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_043876060.1	NG_052516.1
A7J11_04749	qacF	qacF	quaternary ammonium compound efflux SMR transporter QacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_071846331.1	NG_052417.1
A7J11_04264	qacG	qacG	quaternary ammonium compound efflux SMR transporter QacG	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_015740450.1	NG_051904.1
A7J11_04424	qacG2	qacG2	quaternary ammonium compound efflux SMR transporter QacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_071846226.1	NG_052237.1
A7J11_04448	qacG2	qacG2	quaternary ammonium compound efflux SMR transporter QacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_048269931.1	NG_052321.1
A7J11_04271	qacG2	qacG2	quaternary ammonium compound efflux SMR transporter QacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_015063357.1	NG_051911.1
A7J11_00114	qacG2	qacG2	quaternary ammonium compound efflux SMR transporter QacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_003830719.1	NG_048045.1
A7J11_04529	qacG2	qacG2	quaternary ammonium compound efflux SMR transporter QacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_071846245.1	NG_052268.1
A7J11_04606	qacG2	qacG2	quaternary ammonium compound efflux SMR transporter QacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_031943052.1	NG_052288.1
A7J11_04618	qacG2	qacG2	quaternary ammonium compound efflux SMR transporter QacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_057094859.1	NG_052388.1
A7J11_04354	qacH	qacH	quaternary ammonium compound efflux SMR transporter QacH	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_032489340.1	NG_052082.1
A7J11_00290	qacJ	qacJ	quaternary ammonium compound efflux SMR transporter QacJ	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_011100750.1	NG_048046.1
A7J11_04313	qacK	qacK	quaternary ammonium compound efflux SMR transporter QacK	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_071593221.1	NG_052044.1
A7J11_04214	qacL	qacL	quaternary ammonium compound efflux SMR transporter QacL	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_070342358.1	NG_051854.1
A7J11_01603	qacL	qacL	quaternary ammonium compound efflux SMR transporter QacL	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_015060824.1	NG_048048.1
A7J11_01311	qacL	qacL	quaternary ammonium compound efflux SMR transporter QacL	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_000800531.1	NG_048049.1
A7J11_01905	qacL	qacL	quaternary ammonium compound efflux SMR transporter QacL	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_043106116.1	NG_048050.1
A7J11_00193	qacL	qacL	quaternary ammonium compound efflux SMR transporter QacL	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_015059047.1	NG_048051.1
A7J11_05807	qacZ	qacZ	quaternary ammonium compound efflux SMR transporter QacH	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	WP_010730188.1	NG_061384.1
A7J11_01877	qepA1	qepA	fluoroquinolone efflux MFS transporter QepA1	QUINOLONE	QUINOLONE	WP_012372821.1	NG_050459.1
A7J11_05916	qepA10	qepA	fluoroquinolone efflux MFS transporter QepA10	QUINOLONE	QUINOLONE	WP_113334341.1	NG_062254.1
A7J11_02190	qepA2	qepA	fluoroquinolone efflux MFS transporter QepA2	QUINOLONE	QUINOLONE	WP_032492277.1	NG_050460.1
A7J11_02779	qepA3	qepA	fluoroquinolone efflux MFS transporter QepA3	QUINOLONE	QUINOLONE	WP_063865663.1	NG_050461.1
A7J11_05902	qepA4	qepA	fluoroquinolone efflux MFS transporter QepA4	QUINOLONE	QUINOLONE	WP_064760451.1	NG_062240.1
A7J11_02224	qepA5	qepA	fluoroquinolone efflux MFS transporter QepA5	QUINOLONE	QUINOLONE	WP_063854778.1	NG_048052.1
A7J11_05908	qepA6	qepA	fluoroquinolone efflux MFS transporter QepA6	QUINOLONE	QUINOLONE	WP_096941464.1	NG_062246.1
A7J11_05892	qepA7	qepA	fluoroquinolone efflux MFS transporter QepA7	QUINOLONE	QUINOLONE	WP_064768701.1	NG_062230.1
A7J11_05913	qepA8	qepA	fluoroquinolone efflux MFS transporter QepA8	QUINOLONE	QUINOLONE	WP_109638756.1	NG_062251.1
A7J11_05917	qepA9	qepA	fluoroquinolone efflux MFS transporter QepA9	QUINOLONE	QUINOLONE	WP_112021705.1	NG_062255.1
A7J11_01006	qnrA1	qnrA	quinolone resistance pentapeptide repeat protein QnrA1	QUINOLONE	QUINOLONE	WP_012579084.1	NG_050462.1
A7J11_01398	qnrA2	qnrA	quinolone resistance pentapeptide repeat protein QnrA2	QUINOLONE	QUINOLONE	WP_039034975.1	NG_050463.1
A7J11_01532	qnrA3	qnrA	quinolone resistance pentapeptide repeat protein QnrA3	QUINOLONE	QUINOLONE	WP_024266192.1	NG_050464.1
A7J11_01591	qnrA4	qnrA	quinolone resistance pentapeptide repeat protein QnrA4	QUINOLONE	QUINOLONE	WP_063865727.1	NG_050465.1
A7J11_01592	qnrA5	qnrA	quinolone resistance pentapeptide repeat protein QnrA5	QUINOLONE	QUINOLONE	WP_063865739.1	NG_050466.1
A7J11_01610	qnrA6	qnrA	quinolone resistance pentapeptide repeat protein QnrA6	QUINOLONE	QUINOLONE	WP_020442395.1	NG_050467.1
A7J11_02475	qnrA7	qnrA	quinolone resistance pentapeptide repeat protein QnrA7	QUINOLONE	QUINOLONE	WP_025888029.1	NG_050468.1
A7J11_05602	qnrA9	qnrA	quinolone resistance pentapeptide repeat protein QnrA9	QUINOLONE	QUINOLONE	WP_109997726.1	NG_059280.1
A7J11_02230	qnrAS	qnrAS	QnrAS family quinolone resistance pentapeptide repeat protein	QUINOLONE	QUINOLONE	WP_012550237.1	NG_048053.1
A7J11_01726	qnrB1	qnrB	quinolone resistance pentapeptide repeat protein QnrB1	QUINOLONE	QUINOLONE	WP_014386481.1	NG_050469.1
A7J11_02351	qnrB10	qnrB	quinolone resistance pentapeptide repeat protein QnrB10	QUINOLONE	QUINOLONE	WP_032492467.1	NG_050470.1
A7J11_01954	qnrB11	qnrB	quinolone resistance pentapeptide repeat protein QnrB11	QUINOLONE	QUINOLONE	WP_109545032.1	NG_050471.1
A7J11_01967	qnrB12	qnrB	quinolone resistance pentapeptide repeat protein QnrB12	QUINOLONE	QUINOLONE	WP_038640920.1	NG_050472.2
A7J11_02681	qnrB13	qnrB	quinolone resistance pentapeptide repeat protein QnrB13	QUINOLONE	QUINOLONE	WP_063865782.1	NG_050473.1
A7J11_02045	qnrB14	qnrB	quinolone resistance pentapeptide repeat protein QnrB14	QUINOLONE	QUINOLONE	WP_063865791.1	NG_050474.1
A7J11_02044	qnrB15	qnrB	quinolone resistance pentapeptide repeat protein QnrB15	QUINOLONE	QUINOLONE	WP_063865798.1	NG_050475.1
A7J11_01989	qnrB16	qnrB	quinolone resistance pentapeptide repeat protein QnrB16	QUINOLONE	QUINOLONE	WP_063865802.1	NG_050476.1
A7J11_02682	qnrB17	qnrB	quinolone resistance pentapeptide repeat protein QnrB17	QUINOLONE	QUINOLONE	WP_048216435.1	NG_050477.1
A7J11_02041	qnrB18	qnrB	quinolone resistance pentapeptide repeat protein QnrB18	QUINOLONE	QUINOLONE	WP_032941855.1	NG_050478.1
A7J11_02107	qnrB19	qnrB	quinolone resistance pentapeptide repeat protein QnrB19	QUINOLONE	QUINOLONE	WP_012954666.1	NG_050479.1
A7J11_01727	qnrB2	qnrB	quinolone resistance pentapeptide repeat protein QnrB2	QUINOLONE	QUINOLONE	WP_012695489.1	NG_050480.1
A7J11_02188	qnrB20	qnrB	quinolone resistance pentapeptide repeat protein QnrB20	QUINOLONE	QUINOLONE	WP_063865914.1	NG_050481.1
A7J11_02312	qnrB21	qnrB	quinolone resistance pentapeptide repeat protein QnrB21	QUINOLONE	QUINOLONE	WP_063865929.1	NG_050482.1
A7J11_02393	qnrB22	qnrB	quinolone resistance pentapeptide repeat protein QnrB22	QUINOLONE	QUINOLONE	WP_109545034.1	NG_050483.1
A7J11_02394	qnrB23	qnrB	quinolone resistance pentapeptide repeat protein QnrB23	QUINOLONE	QUINOLONE	WP_063865948.1	NG_050484.1
A7J11_02506	qnrB24	qnrB	quinolone resistance pentapeptide repeat protein QnrB24	QUINOLONE	QUINOLONE	WP_063865960.1	NG_050485.1
A7J11_02569	qnrB25	qnrB	quinolone resistance pentapeptide repeat protein QnrB25	QUINOLONE	QUINOLONE	WP_032495024.1	NG_050486.1
A7J11_02664	qnrB26	qnrB	quinolone resistance pentapeptide repeat protein QnrB26	QUINOLONE	QUINOLONE	WP_063865978.1	NG_050487.1
A7J11_02560	qnrB27	qnrB	quinolone resistance pentapeptide repeat protein QnrB27	QUINOLONE	QUINOLONE	WP_032494874.1	NG_050488.1
A7J11_02561	qnrB28	qnrB	quinolone resistance pentapeptide repeat protein QnrB28	QUINOLONE	QUINOLONE	WP_032494875.1	NG_050489.1
A7J11_02683	qnrB29	qnrB	quinolone resistance pentapeptide repeat protein QnrB29	QUINOLONE	QUINOLONE	WP_063865999.1	NG_050490.1
A7J11_01687	qnrB3	qnrB	quinolone resistance pentapeptide repeat protein QnrB3	QUINOLONE	QUINOLONE	WP_047731800.1	NG_050491.1
A7J11_02562	qnrB30	qnrB	quinolone resistance pentapeptide repeat protein QnrB30	QUINOLONE	QUINOLONE	WP_032944434.1	NG_050492.1
A7J11_02588	qnrB31	qnrB	quinolone resistance pentapeptide repeat protein QnrB31	QUINOLONE	QUINOLONE	WP_063866022.1	NG_050493.1
A7J11_02684	qnrB32	qnrB	quinolone resistance pentapeptide repeat protein QnrB32	QUINOLONE	QUINOLONE	WP_063866031.1	NG_050494.1
A7J11_02685	qnrB33	qnrB	quinolone resistance pentapeptide repeat protein QnrB33	QUINOLONE	QUINOLONE	WP_063866038.1	NG_050495.1
A7J11_02686	qnrB34	qnrB	quinolone resistance pentapeptide repeat protein QnrB34	QUINOLONE	QUINOLONE	WP_101244935.1	NG_050496.1
A7J11_01301	qnrB35	qnrB	quinolone resistance pentapeptide repeat protein QnrB35	QUINOLONE	QUINOLONE	WP_063866049.1	NG_050497.1
A7J11_02687	qnrB36	qnrB	quinolone resistance pentapeptide repeat protein QnrB36	QUINOLONE	QUINOLONE	WP_063866054.1	NG_050498.1
A7J11_02688	qnrB37	qnrB	quinolone resistance pentapeptide repeat protein QnrB37	QUINOLONE	QUINOLONE	WP_063866061.1	NG_050499.1
A7J11_02689	qnrB38	qnrB	quinolone resistance pentapeptide repeat protein QnrB38	QUINOLONE	QUINOLONE	WP_003020537.1	NG_050500.1
A7J11_02350	qnrB39	qnrB	quinolone resistance pentapeptide repeat protein QnrB39	QUINOLONE	QUINOLONE	WP_006684339.1	NG_050501.1
A7J11_01763	qnrB4	qnrB	quinolone resistance pentapeptide repeat protein QnrB4	QUINOLONE	QUINOLONE	WP_017900990.1	NG_050502.1
A7J11_02694	qnrB40	qnrB	quinolone resistance pentapeptide repeat protein QnrB40	QUINOLONE	QUINOLONE	WP_063866081.1	NG_050503.1
A7J11_02695	qnrB41	qnrB	quinolone resistance pentapeptide repeat protein QnrB41	QUINOLONE	QUINOLONE	WP_063866087.1	NG_050504.2
A7J11_02735	qnrB42	qnrB	quinolone resistance pentapeptide repeat protein QnrB42	QUINOLONE	QUINOLONE	WP_063866094.1	NG_050505.1
A7J11_02784	qnrB43	qnrB	quinolone resistance pentapeptide repeat protein QnrB43	QUINOLONE	QUINOLONE	WP_063866099.1	NG_050506.1
A7J11_02786	qnrB44	qnrB	quinolone resistance pentapeptide repeat protein QnrB44	QUINOLONE	QUINOLONE	WP_063866105.1	NG_050507.1
A7J11_02785	qnrB45	qnrB	quinolone resistance pentapeptide repeat protein QnrB45	QUINOLONE	QUINOLONE	WP_063866109.1	NG_050508.1
A7J11_02787	qnrB46	qnrB	quinolone resistance pentapeptide repeat protein QnrB46	QUINOLONE	QUINOLONE	WP_063866119.1	NG_050509.1
A7J11_02914	qnrB47	qnrB	quinolone resistance pentapeptide repeat protein QnrB47	QUINOLONE	QUINOLONE	WP_063866125.1	NG_050510.1
A7J11_02812	qnrB48	qnrB	quinolone resistance pentapeptide repeat protein QnrB48	QUINOLONE	QUINOLONE	WP_063866131.1	NG_050511.1
A7J11_02799	qnrB49	qnrB	quinolone resistance pentapeptide repeat protein QnrB49	QUINOLONE	QUINOLONE	WP_063866135.1	NG_050512.1
A7J11_01689	qnrB5	qnrB	quinolone resistance pentapeptide repeat protein QnrB5	QUINOLONE	QUINOLONE	WP_063866143.1	NG_050513.1
A7J11_02913	qnrB50	qnrB	quinolone resistance pentapeptide repeat protein QnrB50	QUINOLONE	QUINOLONE	WP_063866150.1	NG_050514.1
A7J11_01920	qnrB52	qnrB	quinolone resistance pentapeptide repeat protein QnrB52	QUINOLONE	QUINOLONE	WP_063866158.1	NG_050515.1
A7J11_02613	qnrB53	qnrB	quinolone resistance pentapeptide repeat protein QnrB53	QUINOLONE	QUINOLONE	WP_063866162.1	NG_050516.1
A7J11_03255	qnrB54	qnrB	quinolone resistance pentapeptide repeat protein QnrB54	QUINOLONE	QUINOLONE	WP_063866168.1	NG_050517.1
A7J11_03185	qnrB55	qnrB	quinolone resistance pentapeptide repeat protein QnrB55	QUINOLONE	QUINOLONE	WP_063866176.1	NG_050518.1
A7J11_02890	qnrB56	qnrB	quinolone resistance pentapeptide repeat protein QnrB56	QUINOLONE	QUINOLONE	WP_063866184.1	NG_050519.1
A7J11_02891	qnrB57	qnrB	quinolone resistance pentapeptide repeat protein QnrB57	QUINOLONE	QUINOLONE	WP_063866188.1	NG_050520.1
A7J11_02892	qnrB58	qnrB	quinolone resistance pentapeptide repeat protein QnrB58	QUINOLONE	QUINOLONE	WP_063866193.1	NG_050521.1
A7J11_02894	qnrB59	qnrB	quinolone resistance pentapeptide repeat protein QnrB59	QUINOLONE	QUINOLONE	WP_063866199.1	NG_050522.1
A7J11_01924	qnrB6	qnrB	quinolone resistance pentapeptide repeat protein QnrB6	QUINOLONE	QUINOLONE	WP_001749994.1	NG_050523.1
A7J11_02977	qnrB60	qnrB	quinolone resistance pentapeptide repeat protein QnrB60	QUINOLONE	QUINOLONE	WP_063866211.1	NG_050524.1
A7J11_02976	qnrB61	qnrB	quinolone resistance pentapeptide repeat protein QnrB61	QUINOLONE	QUINOLONE	WP_063866217.1	NG_050525.1
A7J11_02935	qnrB62	qnrB	quinolone resistance pentapeptide repeat protein QnrB62	QUINOLONE	QUINOLONE	WP_063866224.1	NG_050526.1
A7J11_03032	qnrB64	qnrB	quinolone resistance pentapeptide repeat protein QnrB64	QUINOLONE	QUINOLONE	WP_063866233.1	NG_050527.1
A7J11_03033	qnrB65	qnrB	quinolone resistance pentapeptide repeat protein QnrB65	QUINOLONE	QUINOLONE	WP_063866241.1	NG_050528.1
A7J11_03034	qnrB66	qnrB	quinolone resistance pentapeptide repeat protein QnrB66	QUINOLONE	QUINOLONE	WP_063866247.1	NG_050529.1
A7J11_03035	qnrB67	qnrB	quinolone resistance pentapeptide repeat protein QnrB67	QUINOLONE	QUINOLONE	WP_063866252.1	NG_050530.1
A7J11_03036	qnrB68	qnrB	quinolone resistance pentapeptide repeat protein QnrB68	QUINOLONE	QUINOLONE	WP_063866257.1	NG_050531.1
A7J11_03037	qnrB69	qnrB	quinolone resistance pentapeptide repeat protein QnrB69	QUINOLONE	QUINOLONE	WP_042308119.1	NG_050532.1
A7J11_02144	qnrB7	qnrB	quinolone resistance pentapeptide repeat protein QnrB7	QUINOLONE	QUINOLONE	WP_063866276.1	NG_050533.1
A7J11_03038	qnrB70	qnrB	quinolone resistance pentapeptide repeat protein QnrB70	QUINOLONE	QUINOLONE	WP_063866281.1	NG_050534.1
A7J11_03039	qnrB71	qnrB	quinolone resistance pentapeptide repeat protein QnrB71	QUINOLONE	QUINOLONE	WP_063866287.1	NG_050535.1
A7J11_03049	qnrB72	qnrB	quinolone resistance pentapeptide repeat protein QnrB72	QUINOLONE	QUINOLONE	WP_063866296.1	NG_050536.1
A7J11_03070	qnrB73	qnrB	quinolone resistance pentapeptide repeat protein QnrB73	QUINOLONE	QUINOLONE	WP_063866306.1	NG_050537.1
A7J11_03254	qnrB74	qnrB	quinolone resistance pentapeptide repeat protein QnrB74	QUINOLONE	QUINOLONE	WP_063866313.1	NG_050538.1
A7J11_03767	qnrB75	qnrB	quinolone resistance pentapeptide repeat protein QnrB75	QUINOLONE	QUINOLONE	WP_065825684.1	NG_051320.1
A7J11_03768	qnrB77	qnrB	quinolone resistance pentapeptide repeat protein QnrB77	QUINOLONE	QUINOLONE	WP_065825693.1	NG_051321.1
A7J11_03769	qnrB78	qnrB	quinolone resistance pentapeptide repeat protein QnrB78	QUINOLONE	QUINOLONE	WP_065825699.1	NG_051322.1
A7J11_02116	qnrB8	qnrB	quinolone resistance pentapeptide repeat protein QnrB8	QUINOLONE	QUINOLONE	WP_063866314.1	NG_050539.1
A7J11_03770	qnrB80	qnrB	quinolone resistance pentapeptide repeat protein QnrB80	QUINOLONE	QUINOLONE	WP_065825703.1	NG_051323.1
A7J11_05452	qnrB81	qnrB	quinolone resistance pentapeptide repeat protein QnrB81	QUINOLONE	QUINOLONE	WP_109545046.1	NG_057451.1
A7J11_05453	qnrB82	qnrB	quinolone resistance pentapeptide repeat protein QnrB82	QUINOLONE	QUINOLONE	WP_109545047.1	NG_057452.1
A7J11_05706	qnrB85	qnrB	quinolone resistance pentapeptide repeat protein QnrB85	QUINOLONE	QUINOLONE	WP_048236419.1	NG_059323.1
A7J11_01925	qnrB9	qnrB	quinolone resistance pentapeptide repeat protein QnrB9	QUINOLONE	QUINOLONE	WP_004201260.1	NG_050540.1
A7J11_05451	qnrB91	qnrB	quinolone resistance pentapeptide repeat protein QnrB91	QUINOLONE	QUINOLONE	WP_065908739.1	NG_057450.1
A7J11_05727	qnrB95	qnrB	quinolone resistance pentapeptide repeat protein QnrB95	QUINOLONE	QUINOLONE	WP_085843691.1	NG_059332.1
A7J11_02279	qnrC	qnrC	QnrC family quinolone resistance pentapeptide repeat protein	QUINOLONE	QUINOLONE	WP_032492368.1	NG_048054.1
A7J11_02198	qnrD1	qnrD	quinolone resistance pentapeptide repeat protein QnrD1	QUINOLONE	QUINOLONE	WP_012634451.1	NG_050541.1
A7J11_03251	qnrD2	qnrD	quinolone resistance pentapeptide repeat protein QnrD2	QUINOLONE	QUINOLONE	WP_032495680.1	NG_050542.1
A7J11_05449	qnrD3	qnrD	quinolone resistance pentapeptide repeat protein QnrD3	QUINOLONE	QUINOLONE	WP_109545045.1	NG_057448.1
A7J11_04993	qnrE1	qnrE	quinolone resistance pentapeptide repeat protein QnrE1	QUINOLONE	QUINOLONE	WP_061586512.1	NG_054677.1
A7J11_05724	qnrE2	qnrE	quinolone resistance pentapeptide repeat protein QnrE2	QUINOLONE	QUINOLONE	WP_078207746.1	NG_059329.1
A7J11_01491	qnrS1	qnrS	quinolone resistance pentapeptide repeat protein QnrS1	QUINOLONE	QUINOLONE	WP_001516695.1	NG_050543.1
A7J11_02748	qnrS10	qnrS	quinolone resistance pentapeptide repeat protein QnrS10	QUINOLONE	QUINOLONE	WP_063854808.1	NG_048055.1
A7J11_05682	qnrS11	qnrS	quinolone resistance pentapeptide repeat protein QnrS11	QUINOLONE	QUINOLONE	WP_015058260.1	NG_059318.1
A7J11_05598	qnrS12	qnrS	quinolone resistance pentapeptide repeat protein QnrS12	QUINOLONE	QUINOLONE	WP_071701819.1	NG_059276.1
A7J11_05597	qnrS13	qnrS	quinolone resistance pentapeptide repeat protein QnrS13	QUINOLONE	QUINOLONE	WP_064186845.1	NG_059275.1
A7J11_05601	qnrS14	qnrS	quinolone resistance pentapeptide repeat protein QnrS14	QUINOLONE	QUINOLONE	WP_096170112.1	NG_059279.1
